LakeIndex,Ref,Site,day,month,year,time,measurement_frequency,reported_frequency,Latitude,Longitude,LakeType,LakeArea_km2,Climate,Temp_C,DO_mgL,pH,Cond_uScm,CO2_uM,DirectIndirect_CO2,CH4_uM,N2O_uM,FluxMethod,F_CO2_mmol_m2_d,F_CH4_diff_mmol_m2_d,F_CH4_eb_mmol_m2_d,F_N2O_mmol_m2_d,k600_md,Wind_ms
408,286,"Wenwusha Reservoir",1,3,2019,NaT,seasonal,seasonal,25.8752,119.5857,reservoir,5.2,4,NaN,NaN,NaN,NaN,9.02,direct,NaN,NaN,modelled-empirical,-0.403,NaN,NaN,NaN,NaN,3.825
408,286,"Wenwusha Reservoir",1,3,2019,NaT,seasonal,seasonal,25.8752,119.5857,reservoir,5.2,4,NaN,NaN,NaN,NaN,18.431,direct,NaN,NaN,modelled-empirical,0.553,NaN,NaN,NaN,NaN,3.825
408,286,"Wenwusha Reservoir",1,3,2019,NaT,seasonal,seasonal,25.8752,119.5857,reservoir,5.2,4,NaN,NaN,NaN,NaN,17.843,direct,NaN,NaN,modelled-empirical,0.654,NaN,NaN,NaN,NaN,3.825
408,286,"Wenwusha Reservoir",1,6,2019,NaT,seasonal,seasonal,25.8752,119.5857,reservoir,5.2,4,NaN,NaN,NaN,NaN,44.706,direct,NaN,NaN,modelled-empirical,2.767,NaN,NaN,NaN,NaN,3.825
408,286,"Wenwusha Reservoir",1,6,2019,NaT,seasonal,seasonal,25.8752,119.5857,reservoir,5.2,4,NaN,NaN,NaN,NaN,51.373,direct,NaN,NaN,modelled-empirical,3.874,NaN,NaN,NaN,NaN,3.825
408,286,"Wenwusha Reservoir",1,6,2019,NaT,seasonal,seasonal,25.8752,119.5857,reservoir,5.2,4,NaN,NaN,NaN,NaN,31.765,direct,NaN,NaN,modelled-empirical,1.258,NaN,NaN,NaN,NaN,3.825
408,286,"Wenwusha Reservoir",1,6,2019,NaT,seasonal,seasonal,25.8752,119.5857,reservoir,5.2,4,NaN,NaN,NaN,NaN,22.353,direct,NaN,NaN,modelled-empirical,2.566,NaN,NaN,NaN,NaN,3.825
227,19,"Lake Thimmapuram, open water",4,2,2014,NaT,daily,single,12.454404,78.223679,lake,0.4,3,29.1,3.65,7.8,1553,256,direct,1.07,NaN,measured-chamber,13.5,0.0612,0.191,NaN,NaN,1.892
227,19,"Lake Thimmapuram, inside stands of water hyacinths",4,2,2014,NaT,daily,single,12.454404,78.223679,lake,0.4,3,29.1,3.65,7.8,1553,283,direct,0.84,NaN,measured-chamber,4.7,0.0235,0.819,NaN,NaN,1.892
235,96,"Lake Sonachi",2,2,2008,NaT,single,single,-0.782756,36.261931,lake,0.12,5,31.7,1.9,NaN,NaN,NaN,direct,151,NaN,modelled-empirical,-4.73177362417784,60.7221158354841,NaN,NaN,NaN,2.308
116,154,"Lake Batur Drought",22,11,2015,NaT,seasonal,seasonal,-8.25888,115.40825,lake,15.91,2,25.7,9.83365803142574,NaN,1989.5,9.54091779993437,direct,NaN,NaN,modelled-empirical,-2.4,NaN,NaN,NaN,NaN,2.608
116,154,"Lake Batur Dry",6,1,2016,NaT,seasonal,seasonal,-8.25888,115.40825,lake,15.91,2,27.1,11.1177233425863,NaN,1981.4,6.52116401657833,direct,NaN,NaN,modelled-empirical,-4,NaN,NaN,NaN,NaN,2.608
116,154,"Lake Batur Wet transition",14,3,2016,NaT,seasonal,seasonal,-8.25888,115.40825,lake,15.91,2,26,10.755712658353,NaN,1973.9,6.1098858976785,direct,NaN,NaN,modelled-empirical,-4.5,NaN,NaN,NaN,NaN,2.608
116,154,"Lake Batur Wet",24,6,2016,NaT,seasonal,seasonal,-8.25888,115.40825,lake,15.91,2,24.5,7.02760764540398,NaN,2037,13.2068251172331,direct,NaN,NaN,modelled-empirical,-0.3,NaN,NaN,NaN,NaN,2.608
237,154,"Palasari Reservoir Drought",12,10,2015,NaT,seasonal,seasonal,-8.2531,114.5492,reservoir,0.39,1,31.8,11.0637170057577,NaN,321.9,19.3441265511317,direct,NaN,NaN,modelled-empirical,6.8,NaN,NaN,NaN,NaN,2.508
237,154,"Palasari Reservoir Dry",7,1,2016,NaT,seasonal,seasonal,-8.2531,114.5492,reservoir,0.39,1,33.2,10.059018217329,NaN,333,19.2541483084345,direct,NaN,NaN,modelled-empirical,4.9,NaN,NaN,NaN,NaN,2.508
237,154,"Palasari Reservoir Wet transition",18,3,2016,NaT,seasonal,seasonal,-8.2531,114.5492,reservoir,0.39,1,32.8,9.66821897340978,NaN,228.3,20.2652319413432,direct,NaN,NaN,modelled-empirical,5.6,NaN,NaN,NaN,NaN,2.508
237,154,"Palasari Reservoir Wet",29,6,2016,NaT,seasonal,seasonal,-8.2531,114.5492,reservoir,0.39,1,29.7,7.98971482249679,NaN,187.8,31.382774685233,direct,NaN,NaN,modelled-empirical,12,NaN,NaN,NaN,NaN,2.508
27,281,"Lake Chaohu 1",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,10.1340345596229,NaN,NaN,NaN,<undefined>,0.222,NaN,modelled-empirical,NaN,0.22,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 2",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,10.3234557663448,NaN,NaN,NaN,<undefined>,0.583,NaN,modelled-empirical,NaN,0.589,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 3",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,10.1340345596229,NaN,NaN,NaN,<undefined>,0.319,NaN,modelled-empirical,NaN,0.339,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 4",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,9.75519214617905,NaN,NaN,NaN,<undefined>,0.244,NaN,modelled-empirical,NaN,0.256,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 5",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,10.6075875764277,NaN,NaN,NaN,<undefined>,0.436,NaN,modelled-empirical,NaN,0.424,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 6",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,10.3234557663448,NaN,NaN,NaN,<undefined>,0.204,NaN,modelled-empirical,NaN,0.198,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 7",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,9.94461335290097,NaN,NaN,NaN,<undefined>,0.286,NaN,modelled-empirical,NaN,0.267,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 8",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,10.1340345596229,NaN,NaN,NaN,<undefined>,0.258,NaN,modelled-empirical,NaN,0.264,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 9",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,9.84990274954001,NaN,NaN,NaN,<undefined>,0.114,NaN,modelled-empirical,NaN,0.109,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 10",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,9.66048154281809,NaN,NaN,NaN,<undefined>,0.247,NaN,modelled-empirical,NaN,0.234,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 11",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,9.75519214617905,NaN,NaN,NaN,<undefined>,0.175,NaN,modelled-empirical,NaN,0.163,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 12",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,9.56577093945713,NaN,NaN,NaN,<undefined>,0.11,NaN,modelled-empirical,NaN,0.105,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 13",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,9.75519214617905,NaN,NaN,NaN,<undefined>,0.122,NaN,modelled-empirical,NaN,0.113,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 14",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,9.47106033609616,NaN,NaN,NaN,<undefined>,0.169,NaN,modelled-empirical,NaN,0.163,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 15",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,9.47106033609616,NaN,NaN,NaN,<undefined>,0.155,NaN,modelled-empirical,NaN,0.148,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 16",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,9.84990274954001,NaN,NaN,NaN,<undefined>,0.134,NaN,modelled-empirical,NaN,0.136,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 17",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,9.94461335290097,NaN,NaN,NaN,<undefined>,0.151,NaN,modelled-empirical,NaN,0.152,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 18",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,9.56577093945713,NaN,NaN,NaN,<undefined>,0.2,NaN,modelled-empirical,NaN,0.19,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 19",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,9.18692852601328,NaN,NaN,NaN,<undefined>,0.27,NaN,modelled-empirical,NaN,0.277,NaN,NaN,NaN,2.475
27,281,"Lake Chaohu 20",1,11,2016,NaT,monthly,annual,31.548468,117.573064,lake,786.91,4,NaN,8.80808611256943,NaN,NaN,NaN,<undefined>,0.514,NaN,modelled-empirical,NaN,0.502,NaN,NaN,NaN,2.475
251,39,"GEX5",1,4,2016,NaT,single,single,-3.339646586,-51.99142343,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.79,NaN,measured-chamber,105.93,121.67,0,NaN,NaN,1.467
251,39,"GEX6",1,4,2016,NaT,single,single,-3.411718998,-51.96810218,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.5,NaN,measured-chamber,99.78,2.53,5.163066,NaN,NaN,1.467
251,39,"GEX7",1,4,2016,NaT,single,single,-3.424133161,-51.93744663,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.34,NaN,measured-chamber,64.31,1.01,3.510684,NaN,NaN,1.467
251,39,"GEX8",1,4,2016,NaT,single,single,-3.385566751,-51.9781843,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.26,NaN,measured-chamber,91.15,0.31,0,NaN,NaN,1.467
251,39,"GEX16",1,5,2017,NaT,single,single,-3.339619376,-51.99149541,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.6,NaN,measured-chamber,70.27,0.41,10.655982,NaN,NaN,1.467
251,39,"GEX25",1,5,2017,NaT,single,single,-3.411709588,-51.96846223,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.5,NaN,measured-chamber,32.45,1.6,4.507958,NaN,NaN,1.467
251,39,"GEX26",1,5,2017,NaT,single,single,-3.424133161,-51.93744663,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.48,NaN,measured-chamber,52.87,0.21,2.914969,NaN,NaN,1.467
251,39,"GEX28",1,5,2017,NaT,single,single,-3.154522465,-51.78584502,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.12,NaN,measured-chamber,152.06,0.38,0.671055,NaN,NaN,1.467
251,39,"GEX29",1,5,2017,NaT,single,single,-3.255517104,-51.77017147,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.3,NaN,measured-chamber,45.88,0.54,16.904592,NaN,NaN,1.467
251,39,"GEX31",1,5,2017,NaT,single,single,-3.29068849,-51.81578651,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.39,NaN,measured-chamber,82.48,4.13,9.826444,NaN,NaN,1.467
251,39,"GEX33",1,5,2017,NaT,single,single,-3.386117524,-51.97918397,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.38,NaN,measured-chamber,120.78,3.42,0,NaN,NaN,1.467
251,39,"GEX34",1,5,2017,NaT,single,single,-3.381697971,-51.98436411,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.71,NaN,measured-chamber,29.22,9.95,11.760307,NaN,NaN,1.467
251,39,"GEX35",1,5,2017,NaT,single,single,-3.356642942,-52.04375241,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.42,NaN,measured-chamber,128.98,1.22,33.107852,NaN,NaN,1.467
251,39,"GEX43",1,9,2017,NaT,single,single,-3.423012209,-51.93670741,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.3,NaN,measured-chamber,41.3,1.1,0,NaN,NaN,1.467
251,39,"GEX46",1,9,2017,NaT,single,single,-3.389401786,-51.97851219,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.19,NaN,measured-chamber,35.98,0.46,0.402652,NaN,NaN,1.467
251,39,"GEX48",1,9,2017,NaT,single,single,-3.339601266,-51.99151339,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.53,NaN,measured-chamber,29.95,1.65,21.71312,NaN,NaN,1.467
251,39,"GEX50",1,9,2017,NaT,single,single,-3.356416689,-52.04386017,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.79,NaN,measured-chamber,50.69,53.25,4.921182,NaN,NaN,1.467
251,39,"GEX57",1,10,2017,NaT,single,single,-3.29615352,-51.81434186,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.17,NaN,measured-chamber,450.71,0.31,0.542385,NaN,NaN,1.467
251,39,"GEX59",1,10,2017,NaT,single,single,-3.260358849,-51.76752903,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.13,NaN,measured-chamber,409.23,0.74,1.200666,NaN,NaN,1.467
251,39,"GEX60",1,10,2017,NaT,single,single,-3.150661339,-51.78373626,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.06,NaN,measured-chamber,1037.42,0.87,1.909026,NaN,NaN,1.467
251,39,"GEX61",1,10,2017,NaT,single,single,-3.381843022,-51.98404922,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.17,NaN,measured-chamber,38.89,18.4,14.644455,NaN,NaN,1.467
251,39,"GEX62",1,10,2017,NaT,single,single,-3.411781926,-51.9684893,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,1.28,NaN,measured-chamber,63.58,4.34,6.47577,NaN,NaN,1.467
251,39,"Barragem",1,12,2014,NaT,single,single,-3.389993074,-51.97523639,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.2,NaN,measured-chamber,-19.49,0.32,0.067938,NaN,NaN,1.467
251,39,"XA-81",1,11,2012,NaT,single,single,-3.390198143,-51.97817995,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.13,NaN,measured-chamber,4.68,0.52,0,NaN,NaN,1.467
251,39,"XA-49",1,5,2012,NaT,single,single,-3.400506749,-51.97268159,reservoir,516,1,30.4,NaN,6.8,NaN,NaN,<undefined>,0.05,NaN,measured-chamber,55.87,0.79,0,NaN,NaN,1.467
114,235,"S21",20,11,2016,NaT,single,single,1.27344444,111.930694,reservoir,68.62,1,25.83,7.6865234,NaN,NaN,75.3105516,direct,4.45098216,NaN,measured-chamber,158.283996,113.3675225,NaN,NaN,NaN,0.958
114,235,"S26",21,11,2016,NaT,single,single,1.25513889,112.045694,reservoir,68.62,1,28.82,7.38062254,NaN,NaN,50.4082202,direct,9.79763529,NaN,measured-chamber,NaN,NaN,NaN,NaN,NaN,0.958
114,235,"E5",26,11,2016,NaT,single,single,1.25040278,112.045861,reservoir,68.62,1,24.22,8.10162669,NaN,NaN,85.113861,direct,4.8240963,NaN,measured-chamber,79.6675065,5.37953101,103.2354,NaN,NaN,0.958
114,235,"E6",1,12,2016,NaT,single,single,1.27144444,111.932556,reservoir,68.62,1,24.24,7.76004252,NaN,NaN,13.1065598,direct,0.25826189,NaN,measured-chamber,NaN,NaN,52.2637,NaN,NaN,0.958
114,235,"P3",24,11,2016,NaT,single,single,1.21541667,111.966611,reservoir,68.62,1,30.54,7.6865234,NaN,NaN,16.474627,direct,0.78869044,NaN,measured-chamber,2.15051555,0.45857537,NaN,NaN,NaN,0.958
114,235,"P2",29,11,2016,NaT,single,single,1.23908333,111.936694,reservoir,68.62,1,30.17,7.73060323,NaN,NaN,20.9119357,direct,0.68252056,NaN,measured-chamber,5.31868882,0.579484361,NaN,NaN,NaN,0.958
114,235,"S19",18,11,2016,NaT,single,single,1.20147222,111.936361,reservoir,68.62,1,30.86,8.10162669,NaN,NaN,6.81534071,direct,0.21046103,NaN,measured-chamber,-7.8554294,0.841346247,NaN,NaN,NaN,0.958
114,235,"S20",18,11,2016,NaT,single,single,1.21647222,111.924917,reservoir,68.62,1,31.04,7.6425385,NaN,NaN,9.76270796,direct,0.24205604,NaN,measured-chamber,6.56619784,1.606892064,NaN,NaN,NaN,0.958
114,235,"S22",20,11,2016,NaT,single,single,1.25477778,111.934222,reservoir,68.62,1,31.41,7.86341227,NaN,NaN,18.538905,direct,1.62946644,NaN,measured-chamber,9.39963083,3.348258562,NaN,NaN,NaN,0.958
114,235,"S23",20,11,2016,NaT,single,single,1.2435,111.93525,reservoir,68.62,1,30.29,7.81904766,NaN,NaN,15.1877796,direct,0.78336985,NaN,measured-chamber,5.56733653,1.139360513,NaN,NaN,NaN,0.958
114,235,"S24",20,11,2016,NaT,single,single,1.22063889,111.915417,reservoir,68.62,1,31.26,7.6425385,NaN,NaN,16.2226109,direct,0.31954476,NaN,measured-chamber,9.71101683,0.701354987,NaN,NaN,NaN,0.958
114,235,"S30",26,11,2016,NaT,single,single,1.23688889,112.028944,reservoir,68.62,1,30.93,8.22174644,NaN,NaN,16.7576776,direct,0.87070029,NaN,measured-chamber,19.6066466,3.73351909,NaN,NaN,NaN,0.958
114,235,"S31",26,11,2016,NaT,single,single,1.20525,111.958028,reservoir,68.62,1,30.89,7.77477798,NaN,NaN,9.19253541,direct,0.32093275,NaN,measured-chamber,-16.659431,2.31523628,NaN,NaN,NaN,0.958
114,235,"P5",14,11,2016,NaT,single,single,1.14516667,111.893528,reservoir,68.62,1,30.01,7.87822156,NaN,NaN,21.5032416,direct,0.09591196,NaN,measured-chamber,12.892356,0.235251916,NaN,NaN,NaN,0.958
114,235,"P4",19,11,2016,NaT,single,single,1.17144444,111.9215,reservoir,68.62,1,30.13,7.77477798,NaN,NaN,NaN,direct,NaN,NaN,measured-chamber,0.49521071,0.314088222,NaN,NaN,NaN,0.958
114,235,"S1",15,11,2016,NaT,single,single,1.14208333,111.896,reservoir,68.62,1,30.11,7.77477798,NaN,NaN,21.1747554,direct,0.11996956,NaN,measured-chamber,5.53557819,0.087010912,NaN,NaN,NaN,0.958
114,235,"S2",15,11,2016,NaT,single,single,1.13572222,111.937,reservoir,68.62,1,30.44,7.1649697,NaN,NaN,17.2741725,direct,0.33423793,NaN,measured-chamber,4.45323363,0.284211499,NaN,NaN,NaN,0.958
114,235,"S3",15,11,2016,NaT,single,single,1.14786111,111.937111,reservoir,68.62,1,30.9,7.73060323,NaN,NaN,19.729184,direct,0.12566417,NaN,measured-chamber,6.73620045,0.284908669,NaN,NaN,NaN,0.958
114,235,"S4",15,11,2016,NaT,single,single,1.16011111,111.919194,reservoir,68.62,1,30.62,7.38062254,NaN,NaN,13.794818,direct,0.08161275,NaN,measured-chamber,6.67024994,0.272157473,NaN,NaN,NaN,0.958
114,235,"S5",15,11,2016,NaT,single,single,1.15377778,111.900236,reservoir,68.62,1,30.91,7.58403963,NaN,NaN,13.6064072,direct,0.07001555,NaN,measured-chamber,15.77778,0.756638988,NaN,NaN,NaN,0.958
114,235,"S6",16,11,2016,NaT,single,single,1.15638889,111.872444,reservoir,68.62,1,29.85,6.92343203,NaN,NaN,20.4181661,direct,0.06104062,NaN,measured-chamber,7.31309804,0.067039887,NaN,NaN,NaN,0.958
114,235,"S7",16,11,2016,NaT,single,single,1.17616667,111.888528,reservoir,68.62,1,30.26,7.22224509,NaN,NaN,15.6057797,direct,0.12891749,NaN,measured-chamber,16.5258625,0.487895069,NaN,NaN,NaN,0.958
114,235,"S8",16,11,2016,NaT,single,single,1.15277778,111.856028,reservoir,68.62,1,30.09,6.88112415,NaN,NaN,20.144897,direct,0.15842019,NaN,measured-chamber,6.65118664,0.106237535,NaN,NaN,NaN,0.958
114,235,"S9",16,11,2016,NaT,single,single,1.17477778,111.869083,reservoir,68.62,1,30.47,7.87822156,NaN,NaN,11.8895319,direct,0.1074151,NaN,measured-chamber,1.71863716,0.074244184,NaN,NaN,NaN,0.958
114,235,"S10",16,11,2016,NaT,single,single,1.17419444,111.869778,reservoir,68.62,1,30.59,7.27968923,NaN,NaN,12.3960991,direct,0.10512447,NaN,measured-chamber,4.44568595,0.395557523,NaN,NaN,NaN,0.958
114,235,"S11",16,11,2016,NaT,single,single,1.16788889,111.854,reservoir,68.62,1,30.38,6.8389112,NaN,NaN,22.6366834,direct,0.05234846,NaN,measured-chamber,23.5243479,0.129726678,NaN,NaN,NaN,0.958
114,235,"S12",17,11,2016,NaT,single,single,1.17353889,111.8027,reservoir,68.62,1,30.51,7.61326797,NaN,NaN,29.8985055,direct,0.31178023,NaN,measured-chamber,28.7034895,0.555911352,NaN,NaN,NaN,0.958
114,235,"S13",17,11,2016,NaT,single,single,1.17444444,111.818083,reservoir,68.62,1,30.76,7.45303419,NaN,NaN,26.3735774,direct,0.1356662,NaN,measured-chamber,33.9511793,0.382623944,NaN,NaN,NaN,0.958
114,235,"S14",17,11,2016,NaT,single,single,1.17008333,111.839306,reservoir,68.62,1,30.82,7.48207268,NaN,NaN,20.6308642,direct,0.06468441,NaN,measured-chamber,41.1668171,0.311207513,NaN,NaN,NaN,0.958
114,235,"S15",18,11,2016,NaT,single,single,1.16130556,111.953083,reservoir,68.62,1,30.72,7.92271274,NaN,NaN,NaN,direct,NaN,NaN,measured-chamber,9.1439764,0.394365679,NaN,NaN,NaN,0.958
114,235,"S16",18,11,2016,NaT,single,single,1.16813889,111.941472,reservoir,68.62,1,30.68,7.83382532,NaN,NaN,14.8804702,direct,0.1981139,NaN,measured-chamber,12.6983308,0.426645754,NaN,NaN,NaN,0.958
114,235,"S17",18,11,2016,NaT,single,single,1.17672222,111.844944,reservoir,68.62,1,30.83,7.83382532,NaN,NaN,12.0027795,direct,0.13754386,NaN,measured-chamber,6.79620119,0.401861753,NaN,NaN,NaN,0.958
114,235,"S18",18,11,2016,NaT,single,single,1.193,111.928167,reservoir,68.62,1,30.56,7.99707564,NaN,NaN,9.11095248,direct,0.15334259,NaN,measured-chamber,-1.0027368,0.518414582,NaN,NaN,NaN,0.958
114,235,"E1",13,11,2016,NaT,single,single,1.13441667,111.926306,reservoir,68.62,1,30.09,7.45303419,NaN,NaN,26.6167685,direct,0.14386123,NaN,measured-chamber,NaN,NaN,0.8398,NaN,NaN,0.958
114,235,"E2",13,11,2016,NaT,single,single,1.20325,111.935083,reservoir,68.62,1,29.96,7.92271274,NaN,NaN,16.5927601,direct,0.21021382,NaN,measured-chamber,NaN,NaN,0.3819,NaN,NaN,0.958
114,235,"E3",13,11,2016,NaT,single,single,1.23152778,111.926722,reservoir,68.62,1,29.92,7.789524,NaN,NaN,17.0613703,direct,0.33823379,NaN,measured-chamber,NaN,NaN,0.1062,NaN,NaN,0.958
114,235,"E4",13,11,2016,NaT,single,single,1.2235,112.002111,reservoir,68.62,1,30.17,8.01197986,NaN,NaN,18.4425967,direct,0.61572,NaN,measured-chamber,NaN,NaN,0.0186,NaN,NaN,0.958
114,235,"S25",22,11,2016,NaT,single,single,1.12436111,111.869,reservoir,68.62,1,28.14,3.58640453,NaN,NaN,180.319175,direct,21.788709,NaN,measured-chamber,NaN,NaN,NaN,NaN,NaN,0.958
114,235,"S27",21,11,2016,NaT,single,single,1.14166667,111.874214,reservoir,68.62,1,28.36,3.32802823,NaN,NaN,167.268126,direct,20.676239,NaN,measured-chamber,NaN,NaN,NaN,NaN,NaN,0.958
114,235,"S28",22,11,2016,NaT,single,single,1.14697222,111.874528,reservoir,68.62,1,28.36,3.75791679,NaN,NaN,175.301708,direct,22.7935473,NaN,measured-chamber,NaN,NaN,NaN,NaN,NaN,0.958
114,235,"S29",22,11,2016,NaT,single,single,1.04366667,111.831528,reservoir,68.62,1,28.35,6.43574665,NaN,NaN,92.1841493,direct,1.15469057,NaN,measured-chamber,NaN,NaN,NaN,NaN,NaN,0.958
114,235,"S26",24,4,2017,NaT,single,single,1.25825,112.047167,reservoir,68.62,1,27.13,7.33787498,NaN,NaN,39.0125095,direct,6.46854848,NaN,measured-chamber,18.8638724,19.29001899,NaN,NaN,NaN,0.958
114,235,"S21",22,4,2017,NaT,single,single,1.27288889,111.926167,reservoir,68.62,1,24.68,8.17373804,NaN,NaN,10.0525349,direct,0.62933457,NaN,measured-chamber,NaN,NaN,NaN,NaN,NaN,0.958
114,235,"P3",23,4,2017,NaT,single,single,1.21530556,111.966694,reservoir,68.62,1,31.13,8.11772328,NaN,NaN,14.7310072,direct,0.21841169,NaN,measured-chamber,10.9891514,0.527405231,NaN,NaN,NaN,0.958
114,235,"P2",25,4,2017,NaT,single,single,1.23030833,112.013167,reservoir,68.62,1,30.48,7.42658874,NaN,NaN,17.0447526,direct,0.45466924,NaN,measured-chamber,7.65074953,0.522498059,NaN,NaN,NaN,0.958
114,235,"P1",30,4,2017,NaT,single,single,1.25211111,112.039222,reservoir,68.62,1,31.04,7.53763037,NaN,NaN,15.2834283,direct,2.99457581,NaN,measured-chamber,10.2656038,6.820558583,NaN,NaN,NaN,0.958
114,235,"S30",24,4,2017,NaT,single,single,1.23688889,112.0325,reservoir,68.62,1,30.14,7.80480769,NaN,NaN,23.2152516,direct,0.79924743,NaN,measured-chamber,9.20636089,1.027669311,NaN,NaN,NaN,0.958
114,235,"S31",24,4,2017,NaT,single,single,1.20641667,111.956278,reservoir,68.62,1,NaN,NaN,NaN,NaN,16.7690892,direct,0.21832594,NaN,measured-chamber,26.0793735,1.197314297,NaN,NaN,NaN,0.958
114,235,"S24",24,4,2017,NaT,single,single,1.22023611,111.91845,reservoir,68.62,1,30.77,6.93997804,NaN,NaN,16.4758601,direct,0.20296718,NaN,measured-chamber,7.34461495,0.351859801,NaN,NaN,NaN,0.958
114,235,"S20",24,4,2017,NaT,single,single,1.21202778,111.926306,reservoir,68.62,1,NaN,NaN,NaN,NaN,15.0460414,direct,0.15547988,NaN,measured-chamber,20.3752248,0.866462041,NaN,NaN,NaN,0.958
114,235,"S19",24,4,2017,NaT,single,single,1.2005,111.935028,reservoir,68.62,1,NaN,NaN,NaN,NaN,13.9571075,direct,0.10062077,NaN,measured-chamber,11.4147799,0.520339938,NaN,NaN,NaN,0.958
114,235,"S31",22,4,2017,NaT,single,single,1.20605556,111.953556,reservoir,68.62,1,30.64,7.72678218,NaN,NaN,15.3033891,direct,0.22230423,NaN,measured-chamber,26.0793735,1.197314297,NaN,NaN,NaN,0.958
114,235,"S19",22,4,2017,NaT,single,single,1.20188889,111.932083,reservoir,68.62,1,30.52,7.65996792,NaN,NaN,11.9454529,direct,0.08899904,NaN,measured-chamber,11.4147799,0.520339938,NaN,NaN,NaN,0.958
114,235,"S20",22,4,2017,NaT,single,single,1.21436111,111.921361,reservoir,68.62,1,30.77,7.6154583,NaN,NaN,16.4739173,direct,0.16910805,NaN,measured-chamber,20.3752248,0.866462041,NaN,NaN,NaN,0.958
